id,value
id_86,20.33625721032299
id_87,34.33177490295925
id_88,22.52302932902819
id_89,20.195760336853613
id_90,28.584050733084894
id_91,39.79129918914657
id_92,5.1322410485589725
id_93,38.625010871943225
id_94,45.253439281476034
id_95,16.675746300986393
id_96,32.02518775228414
id_97,12.403271175158363
id_98,22.267827119101952
id_99,6.480780741997913
id_100,18.39357884473559
id_101,26.930442711402915
id_102,13.76315274058767
id_103,14.768435245722639
id_104,24.055997532468588
id_105,38.771178946023184
id_106,31.72303645442342
id_107,5.251154008622454
id_108,5.331026927165631
id_109,79.55651702082393
id_110,48.941104638215165
id_111,17.835411469841038
id_112,25.45135931566087
id_113,15.974707098756209
id_114,12.691489838163452
id_115,25.741950653141163
id_116,27.15630829321939
id_117,12.516482224225188
id_118,17.64969119866374
id_119,21.015778943343292
id_120,81.12701674215499
id_121,24.89676801191411
id_122,37.33466436282754
id_123,25.854702083609936
id_124,6.117087755568803
id_125,39.166866820441115
id_126,8.743230791736305
id_127,21.875189052189388
id_128,30.28351080188445
id_129,62.30574199740393
id_130,23.888449326375014
id_131,23.674563916349975
id_132,59.339378825535114
id_133,16.17690513338538
id_134,13.912711053840066
id_135,3.036576569746531
id_136,12.618784272210672
id_137,59.79548568725145
id_138,21.752837264006452
id_139,4.217858814054636
id_140,26.48276420049015
id_141,26.029995214682128
id_142,42.9483240300445
id_143,30.307594764668547
id_144,18.861112337885356
id_145,25.849541289766496
id_146,10.910575381711384
id_147,52.1826234147674
id_148,23.82880907382395
id_149,39.203185921593054
id_150,10.466929435605605
id_151,9.27412369860943
id_152,22.70481347863281
id_153,6.2325131252281025
id_154,13.763484392773261
id_155,40.54752297732807
id_156,8.73603127054275
id_157,36.34576966916113
id_158,11.413503681461112
id_159,20.97934684438292
id_160,42.63954075455043
id_161,19.6673363595739
id_162,12.947522437054456
id_163,8.733295348881047
id_164,52.250809871090766
id_165,30.776029499119147
id_166,-1.279993207899469
id_167,16.055496111933746
id_168,63.37524077575813
id_169,13.23527994177863
id_170,64.66719982214214
id_171,39.33722791743817
id_172,27.479610344192775
id_173,19.826283461504282
id_174,59.834700816176316
id_175,26.387989906981545
id_176,21.11913502779224
id_177,36.16945025279984
id_178,12.802875138440836
id_179,31.44016600305563
id_180,16.493801535508567
id_181,11.701185584123225
id_182,55.54159706070005
id_183,44.533757939750295
id_184,15.385046934181625
id_185,34.44966811449615
id_186,24.70192976285611
id_187,55.76044502867186
id_188,8.559549049166689
id_189,61.02341365992693
id_190,37.76678461084863
id_191,15.31089864544851
id_192,29.751446679741633
id_193,-0.09244932388232646
id_194,18.507069421728218
id_195,1.00320180990262
id_196,32.99427823694483
id_197,9.878854804124558
id_198,17.70708178927209
id_199,58.60012482824934
id_200,25.376113310178248
id_201,25.757015090714244
id_202,64.40715208963216
id_203,11.107929527991873
id_204,7.17811297038792
id_205,11.979110734514347
id_206,7.560768630670013
id_207,3.072369534363004
id_208,122.65635107996091
id_209,21.552881086774274
id_210,15.31439625813137
id_211,14.090308465979753
id_212,36.513610273270004
id_213,36.02679508589693
id_214,18.984982595832804
id_215,33.418417387252504
id_216,78.78654303182071
id_217,1.0201728326043886
id_218,12.488868841930284
id_219,31.74326851658045
id_220,14.798104627661818
id_221,13.558276648148619
id_222,112.37024629639015
id_223,13.381684719392934
id_224,17.08667663658792
id_225,65.07187727407616
id_226,15.873712383917757
id_227,20.32301745247437
id_228,10.540382175101831
id_229,3.4394363539753594
id_230,45.45095773728351
id_231,12.719531608885044
id_232,53.7497883686113
id_233,41.431404212156785
id_234,24.844958814950452
id_235,38.57551155079522
id_236,68.14432350613653
id_237,43.400345477471085
id_238,9.80472497122994
id_239,18.10715292042284
